,ID,Comment,Like,Title_number
16, min hui park              ,무한도전 이후 이런 예능은 없었다,3100,0
17, 노카루스              ,진짜 자기 사장이름가지고 웃기는 건 펭수밖에 없다. ㅋㅋㅋ,3100,0
18, 보훈공단              ,"펭수야! 보훈병원에서 직업체험 해보는건 어때?국가유공자 할아버지, 할머니들이 우리 귀여운 펭수를 보면 넘넘 좋아하실 것 같아!!!기다릴게 펭수야 ㅠㅠㅠㅠㅠㅠㅠ 보훈공단 홍보부로 연락줘 ㅠㅠㅠㅠㅠㅠㅠㅠ ♥♥♥♥♥♥♥🐧🐧🐧🐧♥♥♥♥♥♥♥",2300,0
19, TUNA튜나              ,펭수는 제작진들 생각해서 울면서 뛰어갔는데 제작진들은 뚝딱이 섭외할 생각부터 하고있엌ㅋㅋㅋㅋㅋㅋ,2300,0
0, Sol Sol              ,펭수전용 빨대 제작해서 물 좀 주세염 !!!..,1100,0
1, 윤하슬              ,방송국놈들 펭수 인기 많다고 스케줄 많이 잡지마 ;,1100,0
2, 문성수              ,각 방송사 아나운서 조차 이름 잘 모르는 지금 이시대....EBS 김명중이 누군지 온세상에게 전파시킨 펭수,3000,0
3, 내삶 유포리아              ,제작진이 펭수를 너무좋아하는거같음ㅋㅋㅋㅋㅋㅋ,3000,0
4, Music of The Night Korea              ,펭수야 안녕! 뮤지컬 <오페라의 유령> 월드투어 팀인데 우리 공연 보러 오지 않을래? 우리 12월에 부산에서 공연하구 3월에 서울에서 공연해!! 보러오고 싶으면 댓글 달아줘 ♥,1200,0
5, 이맛술              ,펭수야 너 이제 변성기 올 때 됐잖아목소리 바꿔서 와도 돼도라지청 꼭 먹고,1200,0
6, 김교정              ,펭수야수의사 쌩한테 정기적으로 검진도 받아.목소리 잘 챙겨.남극과 한국 기후가 달라서 고생이 많다.연습생인데 소속사에서 너무 굴리는거 아닌가 모르겠네. ㅠ말을 많이 하지 않는 브이로그도 좋아.펭수야 건강해야해.너가 아프면 나도 마음이 아파 ㅠ,1100,0
7, lynn              ,펭수야 목 긁는 소리 대신 원래 목소리로 해도 괜찮으니 목 상하지 않았으면 좋겠어 ㅠㅠㅠㅠㅠ 우리 오래보자ㅠㅠㅠㅠ,1100,0
8, 주접킹              ,"펭수야 초반이랑 목소리가 달라졌는데 목 너무 상한건 아닌지 걱정된다ㅠㅠ나는 펭수가 묵언방송해도 사랑하니까 목 아껴ㅠㅠ 미소년 펭수도 안되다니 넘 슬푸닷,, ㅠㅠ 펭수야 건강해야해!! 펭펭!!!",1500,0
9, 채선희              ,우리 펭수 너무  무리하게 스케쥴잡지말아주세요이  겨울안에  100만  반드시갑니다하지만  무리하게 여러방송국에  우리 펭수보내면우리   펭수가  같은  모습을  반복해서  보일수밖에 없을테고그러면  안좋은 반응들도  생길것이고..그 꼴  못본다.나는우리펭수  찐 펜들만으로도  100만갈수있다,1500,0
10, 윤민혁              ,난 진짜 덕질하는 애들 보면서 이해를 못했었는데...이런 기분이었구나...펭수야 고마워...니 덕분에 남을 조금 더 많이 이해할 수 있는 사람이 되었단다..,1000,0
11, mj k              ,"6:26 펭수 자이언트 롱빨대 만들어서 물먹을수있었으면 좋겠어요ㅠㅠㅠㅠㅡㅡㅡㅡ추가) 근데 다시 생각해보니 이런 염려가 오히려 펭수의 행동에 제약이 될수도있겠다 싶다.(물마시겠다는 말이, 그냥 잠깐 숨을 돌리려는 의도일수도 있는데!)펭수가 알아서 쉬는시간에 잘 할테니까, 염려는 넣어둘게!펭수야, 자유롭게 하고싶은대로해!그치만 혹시 자이언트롱빨대가 필요하다면, 식수용호스 이런게 있더라.(말이 길어졌다^^;...펭빠💙)",1000,0
12, Be Here              ,펭수는 왜 CF 안 찍어??? 소속사 너무 한거 아녀??? 하나 찍고 참치회 먹자🐧,694,0
13, S.Y. CHN              ,아니 뭔 구독자수가 하루에 만명씩 늘엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,694,0
14, 인화              ,0:00-아 너무 떨리는데-왜 이렇게 오지랖이야ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ,780,0
15, 공인회계사50th              ,이게 모두 다 팽수와 구독자 덕이지만제작진분들도 고생 많으셨어요. 당시 라이브 열심히 하려고 이것저것 준비했었는데 생각한만큼 나오지 않아 속상하셨을 것 같아요. 그렇지만 노력하신게 너무 보여서 웃으면서 볼 수 있었습니다!,780,0
16, 재용쓰              ,감독: 아 너무떨리는데여자1: 그러니까 오지랖이야 감독님두우~감독님: 펭수의 마음과 같은거지  0:00 대화무엇~ ㅋㅋㅋㅋ,3800,0
17, 펭수종친회77              ,"안녕? 펭수에게 진심이 담긴 편지너무 무겁고 진지한 이야기지만펭수야, 나를 포함해서 많은 어른이들이 지친 삶에 너를 보고 큰 힘을 얻는 어른이들이 많아나는 90년생 31살 인데 내몸에 이십대 후반부터 큰 병을 얻어서 정말 몸이 견디기 힘들고 죽고싶은 자살충동같은 우울증을 앓고 있는데 너를 알면서 잃었던 웃음을 되찾게 됐어얼굴이 안보이는 가상 공간이고 안좋은 댓글들이 넘쳐나는 정말 곳일 때도있지만 살아갈수있는 용기를얻게되는 공간이라는걸 알게되서 기뻐,몸이아퍼서 삶에 치여서 눈물도많이흘려봤고 나와 비슷한 분들이 많이 공감 하실거야,진짜 나의 삶을 찾아줘서 너무 고맙고 너를 만나서 큰 용기 얻어.펭수야 정말 사랑해ㅠㅜ앞으로도 나는 너에 팬이자 친구가 될게계속 많은 어린이와 어른들 곁에 있어 줄 거지? 나도 힘낼게너두 힘내 펭펭!나 굿즈 나오면 살게빨리 굿즈 좀 내주라",3800,0
18, 나 나              ,박지유 빼 진짜웃겨ㅋㅋ,190,0
19, Ruvi Ruvi              ,1:24 참치 소리 질렄ㅋㅋㅋㅋ 제작진분들이 소리내시는 거 너무 귀엽닼ㅋㅋㅋ,190,0
0, Sol Sol              ,펭수전용 빨대 제작해서 물 좀 주세염 !!!..,1100,0
1, 윤하슬              ,방송국놈들 펭수 인기 많다고 스케줄 많이 잡지마 ;,1100,0
2, 문성수              ,각 방송사 아나운서 조차 이름 잘 모르는 지금 이시대....EBS 김명중이 누군지 온세상에게 전파시킨 펭수,3000,0
3, 내삶 유포리아              ,제작진이 펭수를 너무좋아하는거같음ㅋㅋㅋㅋㅋㅋ,3000,0
4, Music of The Night Korea              ,펭수야 안녕! 뮤지컬 <오페라의 유령> 월드투어 팀인데 우리 공연 보러 오지 않을래? 우리 12월에 부산에서 공연하구 3월에 서울에서 공연해!! 보러오고 싶으면 댓글 달아줘 ♥,1200,0
5, 이맛술              ,펭수야 너 이제 변성기 올 때 됐잖아목소리 바꿔서 와도 돼도라지청 꼭 먹고,1200,0
6, 김교정              ,펭수야수의사 쌩한테 정기적으로 검진도 받아.목소리 잘 챙겨.남극과 한국 기후가 달라서 고생이 많다.연습생인데 소속사에서 너무 굴리는거 아닌가 모르겠네. ㅠ말을 많이 하지 않는 브이로그도 좋아.펭수야 건강해야해.너가 아프면 나도 마음이 아파 ㅠ,1100,0
7, lynn              ,펭수야 목 긁는 소리 대신 원래 목소리로 해도 괜찮으니 목 상하지 않았으면 좋겠어 ㅠㅠㅠㅠㅠ 우리 오래보자ㅠㅠㅠㅠ,1100,0
8, 주접킹              ,"펭수야 초반이랑 목소리가 달라졌는데 목 너무 상한건 아닌지 걱정된다ㅠㅠ나는 펭수가 묵언방송해도 사랑하니까 목 아껴ㅠㅠ 미소년 펭수도 안되다니 넘 슬푸닷,, ㅠㅠ 펭수야 건강해야해!! 펭펭!!!",1500,0
9, 채선희              ,우리 펭수 너무  무리하게 스케쥴잡지말아주세요이  겨울안에  100만  반드시갑니다하지만  무리하게 여러방송국에  우리 펭수보내면우리   펭수가  같은  모습을  반복해서  보일수밖에 없을테고그러면  안좋은 반응들도  생길것이고..그 꼴  못본다.나는우리펭수  찐 펜들만으로도  100만갈수있다,1500,0
10, 윤민혁              ,난 진짜 덕질하는 애들 보면서 이해를 못했었는데...이런 기분이었구나...펭수야 고마워...니 덕분에 남을 조금 더 많이 이해할 수 있는 사람이 되었단다..,1000,0
11, mj k              ,"6:26 펭수 자이언트 롱빨대 만들어서 물먹을수있었으면 좋겠어요ㅠㅠㅠㅠㅡㅡㅡㅡ추가) 근데 다시 생각해보니 이런 염려가 오히려 펭수의 행동에 제약이 될수도있겠다 싶다.(물마시겠다는 말이, 그냥 잠깐 숨을 돌리려는 의도일수도 있는데!)펭수가 알아서 쉬는시간에 잘 할테니까, 염려는 넣어둘게!펭수야, 자유롭게 하고싶은대로해!그치만 혹시 자이언트롱빨대가 필요하다면, 식수용호스 이런게 있더라.(말이 길어졌다^^;...펭빠💙)",1000,0
12, Be Here              ,펭수는 왜 CF 안 찍어??? 소속사 너무 한거 아녀??? 하나 찍고 참치회 먹자🐧,694,0
13, S.Y. CHN              ,아니 뭔 구독자수가 하루에 만명씩 늘엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,694,0
14, 인화              ,0:00-아 너무 떨리는데-왜 이렇게 오지랖이야ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ,780,0
15, 공인회계사50th              ,이게 모두 다 팽수와 구독자 덕이지만제작진분들도 고생 많으셨어요. 당시 라이브 열심히 하려고 이것저것 준비했었는데 생각한만큼 나오지 않아 속상하셨을 것 같아요. 그렇지만 노력하신게 너무 보여서 웃으면서 볼 수 있었습니다!,780,0
16, 재용쓰              ,감독: 아 너무떨리는데여자1: 그러니까 오지랖이야 감독님두우~감독님: 펭수의 마음과 같은거지  0:00 대화무엇~ ㅋㅋㅋㅋ,3800,0
17, 펭수종친회77              ,"안녕? 펭수에게 진심이 담긴 편지너무 무겁고 진지한 이야기지만펭수야, 나를 포함해서 많은 어른이들이 지친 삶에 너를 보고 큰 힘을 얻는 어른이들이 많아나는 90년생 31살 인데 내몸에 이십대 후반부터 큰 병을 얻어서 정말 몸이 견디기 힘들고 죽고싶은 자살충동같은 우울증을 앓고 있는데 너를 알면서 잃었던 웃음을 되찾게 됐어얼굴이 안보이는 가상 공간이고 안좋은 댓글들이 넘쳐나는 정말 곳일 때도있지만 살아갈수있는 용기를얻게되는 공간이라는걸 알게되서 기뻐,몸이아퍼서 삶에 치여서 눈물도많이흘려봤고 나와 비슷한 분들이 많이 공감 하실거야,진짜 나의 삶을 찾아줘서 너무 고맙고 너를 만나서 큰 용기 얻어.펭수야 정말 사랑해ㅠㅜ앞으로도 나는 너에 팬이자 친구가 될게계속 많은 어린이와 어른들 곁에 있어 줄 거지? 나도 힘낼게너두 힘내 펭펭!나 굿즈 나오면 살게빨리 굿즈 좀 내주라",3800,0
18, 나 나              ,박지유 빼 진짜웃겨ㅋㅋ,190,0
19, Ruvi Ruvi              ,1:24 참치 소리 질렄ㅋㅋㅋㅋ 제작진분들이 소리내시는 거 너무 귀엽닼ㅋㅋㅋ,190,0
0, Sol Sol              ,펭수전용 빨대 제작해서 물 좀 주세염 !!!..,1100,0
1, 윤하슬              ,방송국놈들 펭수 인기 많다고 스케줄 많이 잡지마 ;,1100,0
2, 문성수              ,각 방송사 아나운서 조차 이름 잘 모르는 지금 이시대....EBS 김명중이 누군지 온세상에게 전파시킨 펭수,3000,0
3, 내삶 유포리아              ,제작진이 펭수를 너무좋아하는거같음ㅋㅋㅋㅋㅋㅋ,3000,0
4, Music of The Night Korea              ,펭수야 안녕! 뮤지컬 <오페라의 유령> 월드투어 팀인데 우리 공연 보러 오지 않을래? 우리 12월에 부산에서 공연하구 3월에 서울에서 공연해!! 보러오고 싶으면 댓글 달아줘 ♥,1200,0
5, 이맛술              ,펭수야 너 이제 변성기 올 때 됐잖아목소리 바꿔서 와도 돼도라지청 꼭 먹고,1200,0
6, 김교정              ,펭수야수의사 쌩한테 정기적으로 검진도 받아.목소리 잘 챙겨.남극과 한국 기후가 달라서 고생이 많다.연습생인데 소속사에서 너무 굴리는거 아닌가 모르겠네. ㅠ말을 많이 하지 않는 브이로그도 좋아.펭수야 건강해야해.너가 아프면 나도 마음이 아파 ㅠ,1100,0
7, lynn              ,펭수야 목 긁는 소리 대신 원래 목소리로 해도 괜찮으니 목 상하지 않았으면 좋겠어 ㅠㅠㅠㅠㅠ 우리 오래보자ㅠㅠㅠㅠ,1100,0
8, 주접킹              ,"펭수야 초반이랑 목소리가 달라졌는데 목 너무 상한건 아닌지 걱정된다ㅠㅠ나는 펭수가 묵언방송해도 사랑하니까 목 아껴ㅠㅠ 미소년 펭수도 안되다니 넘 슬푸닷,, ㅠㅠ 펭수야 건강해야해!! 펭펭!!!",1500,0
9, 채선희              ,우리 펭수 너무  무리하게 스케쥴잡지말아주세요이  겨울안에  100만  반드시갑니다하지만  무리하게 여러방송국에  우리 펭수보내면우리   펭수가  같은  모습을  반복해서  보일수밖에 없을테고그러면  안좋은 반응들도  생길것이고..그 꼴  못본다.나는우리펭수  찐 펜들만으로도  100만갈수있다,1500,0
10, 윤민혁              ,난 진짜 덕질하는 애들 보면서 이해를 못했었는데...이런 기분이었구나...펭수야 고마워...니 덕분에 남을 조금 더 많이 이해할 수 있는 사람이 되었단다..,1000,0
11, mj k              ,"6:26 펭수 자이언트 롱빨대 만들어서 물먹을수있었으면 좋겠어요ㅠㅠㅠㅠㅡㅡㅡㅡ추가) 근데 다시 생각해보니 이런 염려가 오히려 펭수의 행동에 제약이 될수도있겠다 싶다.(물마시겠다는 말이, 그냥 잠깐 숨을 돌리려는 의도일수도 있는데!)펭수가 알아서 쉬는시간에 잘 할테니까, 염려는 넣어둘게!펭수야, 자유롭게 하고싶은대로해!그치만 혹시 자이언트롱빨대가 필요하다면, 식수용호스 이런게 있더라.(말이 길어졌다^^;...펭빠💙)",1000,0
12, Be Here              ,펭수는 왜 CF 안 찍어??? 소속사 너무 한거 아녀??? 하나 찍고 참치회 먹자🐧,694,0
13, S.Y. CHN              ,아니 뭔 구독자수가 하루에 만명씩 늘엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,694,0
14, 인화              ,0:00-아 너무 떨리는데-왜 이렇게 오지랖이야ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ,780,0
15, 공인회계사50th              ,이게 모두 다 팽수와 구독자 덕이지만제작진분들도 고생 많으셨어요. 당시 라이브 열심히 하려고 이것저것 준비했었는데 생각한만큼 나오지 않아 속상하셨을 것 같아요. 그렇지만 노력하신게 너무 보여서 웃으면서 볼 수 있었습니다!,780,0
16, 재용쓰              ,감독: 아 너무떨리는데여자1: 그러니까 오지랖이야 감독님두우~감독님: 펭수의 마음과 같은거지  0:00 대화무엇~ ㅋㅋㅋㅋ,3800,0
17, 펭수종친회77              ,"안녕? 펭수에게 진심이 담긴 편지너무 무겁고 진지한 이야기지만펭수야, 나를 포함해서 많은 어른이들이 지친 삶에 너를 보고 큰 힘을 얻는 어른이들이 많아나는 90년생 31살 인데 내몸에 이십대 후반부터 큰 병을 얻어서 정말 몸이 견디기 힘들고 죽고싶은 자살충동같은 우울증을 앓고 있는데 너를 알면서 잃었던 웃음을 되찾게 됐어얼굴이 안보이는 가상 공간이고 안좋은 댓글들이 넘쳐나는 정말 곳일 때도있지만 살아갈수있는 용기를얻게되는 공간이라는걸 알게되서 기뻐,몸이아퍼서 삶에 치여서 눈물도많이흘려봤고 나와 비슷한 분들이 많이 공감 하실거야,진짜 나의 삶을 찾아줘서 너무 고맙고 너를 만나서 큰 용기 얻어.펭수야 정말 사랑해ㅠㅜ앞으로도 나는 너에 팬이자 친구가 될게계속 많은 어린이와 어른들 곁에 있어 줄 거지? 나도 힘낼게너두 힘내 펭펭!나 굿즈 나오면 살게빨리 굿즈 좀 내주라",3800,0
18, 나 나              ,박지유 빼 진짜웃겨ㅋㅋ,190,0
19, Ruvi Ruvi              ,1:24 참치 소리 질렄ㅋㅋㅋㅋ 제작진분들이 소리내시는 거 너무 귀엽닼ㅋㅋㅋ,190,0
0, Sol Sol              ,펭수전용 빨대 제작해서 물 좀 주세염 !!!..,1100,0
1, 윤하슬              ,방송국놈들 펭수 인기 많다고 스케줄 많이 잡지마 ;,1100,0
2, 문성수              ,각 방송사 아나운서 조차 이름 잘 모르는 지금 이시대....EBS 김명중이 누군지 온세상에게 전파시킨 펭수,3000,0
3, 내삶 유포리아              ,제작진이 펭수를 너무좋아하는거같음ㅋㅋㅋㅋㅋㅋ,3000,0
4, Music of The Night Korea              ,펭수야 안녕! 뮤지컬 <오페라의 유령> 월드투어 팀인데 우리 공연 보러 오지 않을래? 우리 12월에 부산에서 공연하구 3월에 서울에서 공연해!! 보러오고 싶으면 댓글 달아줘 ♥,1200,0
5, 이맛술              ,펭수야 너 이제 변성기 올 때 됐잖아목소리 바꿔서 와도 돼도라지청 꼭 먹고,1200,0
6, 김교정              ,펭수야수의사 쌩한테 정기적으로 검진도 받아.목소리 잘 챙겨.남극과 한국 기후가 달라서 고생이 많다.연습생인데 소속사에서 너무 굴리는거 아닌가 모르겠네. ㅠ말을 많이 하지 않는 브이로그도 좋아.펭수야 건강해야해.너가 아프면 나도 마음이 아파 ㅠ,1100,0
7, lynn              ,펭수야 목 긁는 소리 대신 원래 목소리로 해도 괜찮으니 목 상하지 않았으면 좋겠어 ㅠㅠㅠㅠㅠ 우리 오래보자ㅠㅠㅠㅠ,1100,0
8, 주접킹              ,"펭수야 초반이랑 목소리가 달라졌는데 목 너무 상한건 아닌지 걱정된다ㅠㅠ나는 펭수가 묵언방송해도 사랑하니까 목 아껴ㅠㅠ 미소년 펭수도 안되다니 넘 슬푸닷,, ㅠㅠ 펭수야 건강해야해!! 펭펭!!!",1500,0
9, 채선희              ,우리 펭수 너무  무리하게 스케쥴잡지말아주세요이  겨울안에  100만  반드시갑니다하지만  무리하게 여러방송국에  우리 펭수보내면우리   펭수가  같은  모습을  반복해서  보일수밖에 없을테고그러면  안좋은 반응들도  생길것이고..그 꼴  못본다.나는우리펭수  찐 펜들만으로도  100만갈수있다,1500,0
10, 윤민혁              ,난 진짜 덕질하는 애들 보면서 이해를 못했었는데...이런 기분이었구나...펭수야 고마워...니 덕분에 남을 조금 더 많이 이해할 수 있는 사람이 되었단다..,1000,0
11, mj k              ,"6:26 펭수 자이언트 롱빨대 만들어서 물먹을수있었으면 좋겠어요ㅠㅠㅠㅠㅡㅡㅡㅡ추가) 근데 다시 생각해보니 이런 염려가 오히려 펭수의 행동에 제약이 될수도있겠다 싶다.(물마시겠다는 말이, 그냥 잠깐 숨을 돌리려는 의도일수도 있는데!)펭수가 알아서 쉬는시간에 잘 할테니까, 염려는 넣어둘게!펭수야, 자유롭게 하고싶은대로해!그치만 혹시 자이언트롱빨대가 필요하다면, 식수용호스 이런게 있더라.(말이 길어졌다^^;...펭빠💙)",1000,0
12, Be Here              ,펭수는 왜 CF 안 찍어??? 소속사 너무 한거 아녀??? 하나 찍고 참치회 먹자🐧,694,0
13, S.Y. CHN              ,아니 뭔 구독자수가 하루에 만명씩 늘엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,694,0
14, 인화              ,0:00-아 너무 떨리는데-왜 이렇게 오지랖이야ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ,780,0
15, 공인회계사50th              ,이게 모두 다 팽수와 구독자 덕이지만제작진분들도 고생 많으셨어요. 당시 라이브 열심히 하려고 이것저것 준비했었는데 생각한만큼 나오지 않아 속상하셨을 것 같아요. 그렇지만 노력하신게 너무 보여서 웃으면서 볼 수 있었습니다!,780,0
16, 재용쓰              ,감독: 아 너무떨리는데여자1: 그러니까 오지랖이야 감독님두우~감독님: 펭수의 마음과 같은거지  0:00 대화무엇~ ㅋㅋㅋㅋ,3800,0
17, 펭수종친회77              ,"안녕? 펭수에게 진심이 담긴 편지너무 무겁고 진지한 이야기지만펭수야, 나를 포함해서 많은 어른이들이 지친 삶에 너를 보고 큰 힘을 얻는 어른이들이 많아나는 90년생 31살 인데 내몸에 이십대 후반부터 큰 병을 얻어서 정말 몸이 견디기 힘들고 죽고싶은 자살충동같은 우울증을 앓고 있는데 너를 알면서 잃었던 웃음을 되찾게 됐어얼굴이 안보이는 가상 공간이고 안좋은 댓글들이 넘쳐나는 정말 곳일 때도있지만 살아갈수있는 용기를얻게되는 공간이라는걸 알게되서 기뻐,몸이아퍼서 삶에 치여서 눈물도많이흘려봤고 나와 비슷한 분들이 많이 공감 하실거야,진짜 나의 삶을 찾아줘서 너무 고맙고 너를 만나서 큰 용기 얻어.펭수야 정말 사랑해ㅠㅜ앞으로도 나는 너에 팬이자 친구가 될게계속 많은 어린이와 어른들 곁에 있어 줄 거지? 나도 힘낼게너두 힘내 펭펭!나 굿즈 나오면 살게빨리 굿즈 좀 내주라",3800,0
18, 나 나              ,박지유 빼 진짜웃겨ㅋㅋ,190,0
19, Ruvi Ruvi              ,1:24 참치 소리 질렄ㅋㅋㅋㅋ 제작진분들이 소리내시는 거 너무 귀엽닼ㅋㅋㅋ,190,0
0, Sol Sol              ,펭수전용 빨대 제작해서 물 좀 주세염 !!!..,1100,0
1, 윤하슬              ,방송국놈들 펭수 인기 많다고 스케줄 많이 잡지마 ;,1100,0
2, 문성수              ,각 방송사 아나운서 조차 이름 잘 모르는 지금 이시대....EBS 김명중이 누군지 온세상에게 전파시킨 펭수,3000,0
3, 내삶 유포리아              ,제작진이 펭수를 너무좋아하는거같음ㅋㅋㅋㅋㅋㅋ,3000,0
4, Music of The Night Korea              ,펭수야 안녕! 뮤지컬 <오페라의 유령> 월드투어 팀인데 우리 공연 보러 오지 않을래? 우리 12월에 부산에서 공연하구 3월에 서울에서 공연해!! 보러오고 싶으면 댓글 달아줘 ♥,1200,0
5, 이맛술              ,펭수야 너 이제 변성기 올 때 됐잖아목소리 바꿔서 와도 돼도라지청 꼭 먹고,1200,0
6, 김교정              ,펭수야수의사 쌩한테 정기적으로 검진도 받아.목소리 잘 챙겨.남극과 한국 기후가 달라서 고생이 많다.연습생인데 소속사에서 너무 굴리는거 아닌가 모르겠네. ㅠ말을 많이 하지 않는 브이로그도 좋아.펭수야 건강해야해.너가 아프면 나도 마음이 아파 ㅠ,1100,0
7, lynn              ,펭수야 목 긁는 소리 대신 원래 목소리로 해도 괜찮으니 목 상하지 않았으면 좋겠어 ㅠㅠㅠㅠㅠ 우리 오래보자ㅠㅠㅠㅠ,1100,0
8, 주접킹              ,"펭수야 초반이랑 목소리가 달라졌는데 목 너무 상한건 아닌지 걱정된다ㅠㅠ나는 펭수가 묵언방송해도 사랑하니까 목 아껴ㅠㅠ 미소년 펭수도 안되다니 넘 슬푸닷,, ㅠㅠ 펭수야 건강해야해!! 펭펭!!!",1500,0
9, 채선희              ,우리 펭수 너무  무리하게 스케쥴잡지말아주세요이  겨울안에  100만  반드시갑니다하지만  무리하게 여러방송국에  우리 펭수보내면우리   펭수가  같은  모습을  반복해서  보일수밖에 없을테고그러면  안좋은 반응들도  생길것이고..그 꼴  못본다.나는우리펭수  찐 펜들만으로도  100만갈수있다,1500,0
10, 윤민혁              ,난 진짜 덕질하는 애들 보면서 이해를 못했었는데...이런 기분이었구나...펭수야 고마워...니 덕분에 남을 조금 더 많이 이해할 수 있는 사람이 되었단다..,1000,0
11, mj k              ,"6:26 펭수 자이언트 롱빨대 만들어서 물먹을수있었으면 좋겠어요ㅠㅠㅠㅠㅡㅡㅡㅡ추가) 근데 다시 생각해보니 이런 염려가 오히려 펭수의 행동에 제약이 될수도있겠다 싶다.(물마시겠다는 말이, 그냥 잠깐 숨을 돌리려는 의도일수도 있는데!)펭수가 알아서 쉬는시간에 잘 할테니까, 염려는 넣어둘게!펭수야, 자유롭게 하고싶은대로해!그치만 혹시 자이언트롱빨대가 필요하다면, 식수용호스 이런게 있더라.(말이 길어졌다^^;...펭빠💙)",1000,0
12, Be Here              ,펭수는 왜 CF 안 찍어??? 소속사 너무 한거 아녀??? 하나 찍고 참치회 먹자🐧,694,0
13, S.Y. CHN              ,아니 뭔 구독자수가 하루에 만명씩 늘엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,694,0
14, 인화              ,0:00-아 너무 떨리는데-왜 이렇게 오지랖이야ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ,780,0
15, 공인회계사50th              ,이게 모두 다 팽수와 구독자 덕이지만제작진분들도 고생 많으셨어요. 당시 라이브 열심히 하려고 이것저것 준비했었는데 생각한만큼 나오지 않아 속상하셨을 것 같아요. 그렇지만 노력하신게 너무 보여서 웃으면서 볼 수 있었습니다!,780,0
16, 재용쓰              ,감독: 아 너무떨리는데여자1: 그러니까 오지랖이야 감독님두우~감독님: 펭수의 마음과 같은거지  0:00 대화무엇~ ㅋㅋㅋㅋ,3800,0
17, 펭수종친회77              ,"안녕? 펭수에게 진심이 담긴 편지너무 무겁고 진지한 이야기지만펭수야, 나를 포함해서 많은 어른이들이 지친 삶에 너를 보고 큰 힘을 얻는 어른이들이 많아나는 90년생 31살 인데 내몸에 이십대 후반부터 큰 병을 얻어서 정말 몸이 견디기 힘들고 죽고싶은 자살충동같은 우울증을 앓고 있는데 너를 알면서 잃었던 웃음을 되찾게 됐어얼굴이 안보이는 가상 공간이고 안좋은 댓글들이 넘쳐나는 정말 곳일 때도있지만 살아갈수있는 용기를얻게되는 공간이라는걸 알게되서 기뻐,몸이아퍼서 삶에 치여서 눈물도많이흘려봤고 나와 비슷한 분들이 많이 공감 하실거야,진짜 나의 삶을 찾아줘서 너무 고맙고 너를 만나서 큰 용기 얻어.펭수야 정말 사랑해ㅠㅜ앞으로도 나는 너에 팬이자 친구가 될게계속 많은 어린이와 어른들 곁에 있어 줄 거지? 나도 힘낼게너두 힘내 펭펭!나 굿즈 나오면 살게빨리 굿즈 좀 내주라",3800,0
18, 나 나              ,박지유 빼 진짜웃겨ㅋㅋ,190,0
19, Ruvi Ruvi              ,1:24 참치 소리 질렄ㅋㅋㅋㅋ 제작진분들이 소리내시는 거 너무 귀엽닼ㅋㅋㅋ,190,0
0, Sol Sol              ,펭수전용 빨대 제작해서 물 좀 주세염 !!!..,1100,0
1, 윤하슬              ,방송국놈들 펭수 인기 많다고 스케줄 많이 잡지마 ;,1100,0
2, 문성수              ,각 방송사 아나운서 조차 이름 잘 모르는 지금 이시대....EBS 김명중이 누군지 온세상에게 전파시킨 펭수,3000,0
3, 내삶 유포리아              ,제작진이 펭수를 너무좋아하는거같음ㅋㅋㅋㅋㅋㅋ,3000,0
4, Music of The Night Korea              ,펭수야 안녕! 뮤지컬 <오페라의 유령> 월드투어 팀인데 우리 공연 보러 오지 않을래? 우리 12월에 부산에서 공연하구 3월에 서울에서 공연해!! 보러오고 싶으면 댓글 달아줘 ♥,1200,0
5, 이맛술              ,펭수야 너 이제 변성기 올 때 됐잖아목소리 바꿔서 와도 돼도라지청 꼭 먹고,1200,0
6, 김교정              ,펭수야수의사 쌩한테 정기적으로 검진도 받아.목소리 잘 챙겨.남극과 한국 기후가 달라서 고생이 많다.연습생인데 소속사에서 너무 굴리는거 아닌가 모르겠네. ㅠ말을 많이 하지 않는 브이로그도 좋아.펭수야 건강해야해.너가 아프면 나도 마음이 아파 ㅠ,1100,0
