,ID,Comment,Like,Title_number
12, 홍홍              ,"장성규 아는형님에서 노래하는거 보면 음역대 엄청 높아,,,",270,0
13, 나주배              ,아직 아내는 있고 남편자리는 남아있죠? 성규형... 저는 어때요???,3600,0
14, 부호              ,표정은진지한데 왜 웃긴거냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㅋㄲㅋㄱㅋㄱㄱㄱㄱ아,167,0
15, 풀썬이쵝오              ,아니 도대체 왜 뭘해도 웃긴겨 ㅋㅋㅋㅋㅋㅋㅋ 이쯤되면 그냥 가만히 있어도 웃길듯,316,0
16, sally k              ,처음 마이크 잡은 손가락 너무 곱고 이쁨 ㅠㅠㅠㅠㅠㅠ,191,0
17," 롤,v4,썰방송 하이텐션 방송 안이형TV              ",아 진지한 표정이 왜 웃기는간뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ타고났다 정말,407,0
18, 지웅              ,조용히 다음 동영상에 있는 '정승환이 부르는 말리꽃'을 누른다,2900,0
19, 권나윤              ,노래 부르는 스타일이 권혁수같앜ㅋㅋㅋㅋㅋ,145,0
0, 워크맨-Workman              ,"우리 잡것들아,,~~영상에 쪼오오끔,,,문제가~~생겨서리~~~다시올려븐다~!!!!워크맨 기다린,,,잡것들,,,,넘 미안혀~~~!! 본넘들은 다쉬~~보구~~안본넘들은~~ 재밌게봐줘,,~~!!!다신~~ 이런일 없도록,,,,최선을 다헐게~~~!!!! 그리구,,,우리~~~ 잡것들,,을,,,위해서~~!!!9월 29일 일요일 낮 12시에~,,미공개 영상 올라가니께~~~ 딱 기다려,,,~~!!ㅎㅎ",21000,0
1, 장이끼              ,될때까지 한다 방송국 아나운서 체험,20000,0
2, 적영킹              ,초면이야 텐션 미쳤나 ㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㄱㅋㄲㅋㄱㅋㄱㅋㅋㄲㅋㄱㅋㅋㄲㅋㄱㅋㄱㅋㅋㄱㅋㄲㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㅋㄱㅋㄱㅋ,5300,0
3, mabel              ,what's up with all the people pooping is this place?? ew lmao,6,0
4, RED              ,사장님 개웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋ덤덤한 표정으로 할 말 다 함ㅋㅋㅋㅋㅋㅋ마지막에 해병대도 개웃기네,2600,0
5, ᄏᄒ              ,이거 다시 올린 이유가 ㅋㅋㅋㅋㅋㅋㅋㅋ 장성규가 테라?인가 다른맥주 좋다고 멘트했는데 바로 카스 모델 되서 지우고 다시올린거에요 ㅋㅋㅋㅋㅋㅋㅋ,2600,0
6, 승연              ,제발 수련회 교관 ㅋㅋㅋㅋㅋ한번만 해주세ㅛ ㅋㅋㅋㅋㅋㅋㅋㅋ 나진짜너무궁굼함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ캐,4600,0
7, 소피루비              ,술집알바가 ㄹㅇ 시급대비 최악인거같음,2400,0
8, Montana_ Rio              ,아진짜 미쳤낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ자막센스 진짜 도랏닼ㅋㅋㅋㅋㅋㅋㅋ 인천 바로병원각 오해금지 진짴ㅋㅋㅋㅋㅋ,1600,0
9, songhwanjong              ,사장 성깔있네. 손님들이 저래 만들어놓은듯,1000,0
10, crymtonym              ,와 15년 알바해서 술집이랑 노래방 인수 ㄷㄷㄷㄷㄷ,786,0
11, _ KNCN              ,2019 리와인드에 떠서 왔는데 워크맨을 왜 이제야봤지 진짜 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6,0
12, 남종연              ,아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 해병대보면 일단 놀리고보는건 국룰인갘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,390,0
13, 쨩현              ,7:33 도대체뭐가ㅋㅋㅋㅋㅋㅋㅋㅋㅋ비슷한뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ직원분도 존나능글맞넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,918,0
14, Jin Lee              ,아니 사장님 일부러 그러는건 아닌거같은데 덤덤한 표정으로 던지는 멘트 하나하나가 너무 웃김ㅋㅋㅋㅋㅋㅋㅋㅋ,35,0
15, 노잼              ,형 편집자 편집 개잘하는데 편집자 밑에서 일해보는건 어때? ㅋㅋㅋㅋㅋㅋㅋ,8200,0
16, 한은비              ,아닠ㅋㅋㅋㅋㅋㅋㅋㅋ 장성규는 아나운서였던거 맞아?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ태생부터 개그맨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,413,0
17, 고래등              ,0:35 ㅋㅋㅋ 아니 건축지물 활용하는 거 뭔데 ㅋㅋㅋ,466,0
18, 쪼매야응가하자              ,이번꺼 킬포 왤케 많아ㅋㅋㅋㅋ 선수로 나가는거야? 형 왔으면 얘기를 해야지!! 초면이에요 누나이름 빨강머리앤? 해병대 몇기냨ㅋㅋㅋㅋㅋ,146,0
19, らもゔぃゔぃ              ,11:18 레전드,99,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜 워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓ ✔청소.인력.식당.요리.철거.공장.물류 ✔그 외 모든 job것들 ✔200% 부려먹기 가능 ❌장난사절❌ 세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",5100,0
1, 나간놈정신              ,에뛰드 하우스 알바 가자 성규형 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 할때까지쓴다,20000,0
2, 대한민국 통계청              ,통계조사일일 알바해주세요~~~~~장성규 보고싶어요!!! \+.+/,9100,0
3, 밀크              ,소유 손잡을 때 짱 싫어햌ㅋㅋㅋ,1000,0
4, ᄒᄒ              ,왜 인턴선배 귀엽다는 말은 없냐,1800,0
5, chanz *              ,민속촌 알바 해주세욤 이놈 아저씨랑 나 잡아봐라 하시는거 보고싶어요!!,1900,0
6, 우유폭탄              ,"방송 현장 스탭들 ""특유 가오 분위기"" 있잖어ㅋㅋ성규형이 함축표현 해줬네 ""방송국 놈들 징하다""",249,0
7, Jason mac              ,촬영장 온갖 갑질 및 무겁고 딱딱한똥군기에 가오충들 넘쳐나는 분위기라는건 어필이 안됐네ㄲㅂ,1000,0
8, rcmexolforever 26              ,When EXO episode will out? We're so excited for it! 🥰🥰 Thank you,5,0
9, 박헌영              ,그러지 말고 EBS 자이언트 펭수 매니져 한번 해보자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1900,0
10, 경기도교육청TV              ,경기도교육청 오시면 유초중고특수 하루에 다 체험 가능합니다 ☆ 일일선생님,9000,0
11, Amanda B              ,I love the PDs and cameramen who laugh every episode :),10,0
12, 장다혜              ,와 무슨 간식도 챙기냐 ㅋㅋㅋㅋㅋ매니저가 하는거 아니였어?????ㅋㅋㅋㅋ,606,0
13, 김기현              ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 과자이름으로 드립치는거보솤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,205,0
14, j l              ,마지막에 성규형 약간 빡친듯 대우가 너무그래서...,254,0
15, RED맨              ,장성규: 아 카메라 있는걸 깜박했어편집자:우리도 편집하는걸 깜박했어???:   우리도 눈을 가리는걸 깜박했어,6500,0
16, 우우우우              ,와 그동안 그러려니 했는데 저쪽은 진짜 일하기싫다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,200,0
17, Nour 127              ,Honestly I always wondered how would it feel like to work like that,3,0
18, Shania Kurniawan              ,"better think twice if you only want to work like this because “you can see idols” cuz there is no time to play or fangirling , 100% pure focus on your worked and be professionals",22,0
19, Kim HaeWon              ,이때까지 본 워크맨 중에 제일 스트레스 받는 영상이엇음....아니 저 ㅁㅊ 똥군기 뭐냐고;;;;;;;;장성규씨ㅠㅠㅠ넘ㅠㅠ고생이 많았아요ㅠㅠㅠ,170,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜 워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓ ✔청소.인력.식당.요리.철거.공장.물류 ✔그 외 모든 job것들 ✔200% 부려먹기 가능 ❌장난사절❌ 세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",7600,0
1, 장이끼              ,될 때까지한다 jtbc 아나운서 체험해주세요,23000,0
2, 외방탄안해?              ,와 나 여태까지 유튜브 보면서 저거 골드버튼 받자마자 파괴하는 사람 처음봤다 진짜ㅋㅋㅋㅋㅋㅋㅎㅋㅋㅋㅋㅋㅋㅋㅋㅋㅎㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅎㅋㅋㅋ,2000,0
3, JOML조말롱매니저왓구핵커              ,잠보쫄보겁보울보바보↪➡️⤵️⬇️⬅️↩↪➡️⤵️⬇️⬅️↩,1,0
4, 행인              ,편집진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그러시면 안됩니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ여기직원일 뿐입니닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3400,0
5, Amber Rodriguez              ,he’s the first guy that I’ve seen to peel apart the gold button 😂😂😂God dsmn 10:00,42,0
6, 12 xorm              ,장성규 땜에 골드버튼이 골드가 아닌걸 알았다ㅋㅋㅋ,2400,0
7, swimmingmintinyoutub              ,"헐, 양면테잎으로 붙여놨데 ㅋㅋㅋㅋㅋ 돈많은 유툽 돈좀 쓰지 ㅋ",13,0
8, 쪼 쪼              ,난 저 초딩이 존나 웃긴뎈ㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ 귀엽다,2200,0
9, 진성민              ,ㅋㅋㅋㅋㅋ 몇십번보면서 3:21초에 ㅆㅂㅅㄲ야 하는거 처음들엇다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜욕한거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1600,0
10, KT - 케이티              ,"1:20 고객님,, 방갑습니다,,👍👍(흔들흔들)",6100,0
11, 글로벌이슈              ,"아니 저 초등학생 친구 떡잎이 다른데,,",829,0
12, 젤빠른뒷북러              ,8:00 대가리 박아요ㅋㅋㅋㅋ 좋은 목소리로 대가리 박으래 ㅋㅋㅋ,430,0
13, 수은언니세계최고              ,그러시면 안됩니다. 직원일뿐입니다. ㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㅋ웃겨서 숨안쉬어짐 편집 돌았냐고 ㅋㄱㅋㄱㅋㄹㅋㄹㄱㅋㄱㅋㄱㅋㅅㅋㅅㅋㅋ,607,0
14, Mint Hunter              ,에버랜드 알바 극혐이네 ㅋㅋㅋㅋㅋ  저돈 받고 어케 하냐...ㅎㄷㄷㄷ근데 에버랜드 알바하면서 그 와중에도 그 안에서 커플 생기는게 신기하다 ㅋㅋㅋㅋ,475,0
15, MinJy Son              ,남들 다 귀하게 대하는 실버랑 골드버튼 물어버리고 찢는사람은 장성규밖에없을듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,8900,0
16, 박지원              ,8:24 목소리 ㅁㅊ ㅋㅋㅋㅋㅋ,875,0
17, 김동현              ,4분 19초 ㅋㅋㅋㅋㅋㅋ 전역을 저녁으로 들은 여자분 ㅋㅋㅋㅋㅋㅋ,110,0
18, Nurul Fitriasari              ,"ah now I remember, the producer at 5:08 is PD Donghwan who used to work on a variety show running man if I'm not mistaken I saw him in 2008-2009, glad to see him again :)",14,0
19, 빼애애애애애ᅢ애애앵              ,1:48 ㅅㅂ 이거 보고 배 찢어들이 웃었넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,462,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜 워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓ ✔청소.인력.식당.요리.철거.공장.물류 ✔그 외 모든 job것들 ✔200% 부려먹기 가능 ❌장난사절❌ 세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",6000,0
1, 이윤              ,JTBC 아나운서 체험해주세요 ㅋㅋㅋ,24000,0
2, 별우유              ,11:31 자막으로 넥슨캐쉬 쿠폰번호 다 알려줰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ편집자미쳤ㅋㅋㅋㅋㅋㅋ,3500,0
3, 밤도리              ,조금~ 조금래 선배님 ㅋㅋㅋㅋㅋㅋ 이어가기 무엇 ㅋㅋㅋㅋ돈은 받아야지 ㅄㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ퇴사자 선발 대회 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2400,0
4, Hard Heart              ,Workman for me is a healing programme. The team really made my day better everytime i watch new episode.,33,0
5, 김도현              ,가운데 앉아계신 분은 거의 모든 게임 중계하시지 않나??피파도 저분이 중계하시자낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,0
6, 태태              ,"아나운서 출신이고 말빨도 되니까 상담원 어때요 ? 욕도 좀 먹으면서 ,,, 욕도 같이 하고 ,,",12000,0
7, asdf1313              ,10:17 그와중에 칼 솜씨 겁나 멋진거 무엇? ㅋㅋㅋㅋㅋ 리얼 화려한데???,837,0
8, you예뻐              ,아니 ㅋㅋㅋㅋㅋㅋㅋㅋ장성규는 못하는게 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ겜도 잘해 ㅋㅋ,0,0
9, 한연호              ,진짜..연예인 유튭이 이케 재미진거 첨본다..우리집에 고추 따러온나..,389,0
10, 마동석              ,6:00 돈 받아야지 ㅂㅅㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,446,0
11, 安ヌリ              ,"농담이 아니라 현재 한국에서 방송 되는 공영채널, 종편채널, 유투브 등 다 포함해서 제일 재밌음. 진심임.",5400,0
12, Yoonmi Park              ,장성규도 미쳤는데 넥슨 직원들도 포인트를 좀 아는거 같음 ㅋㅋㅋ,500,0
13, 내가왜좋아요              ,6:14 ㅆㅂㅋㅋㅋㅋ말하는거랑브금이랑왜맞냐랩하는줄ㅠㅠ,458,0
14, TROIS UnDeux              ,퇴살자 선발대회도 어이터지는데 실제 해설자 등장하는게 더 어이터지네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
15, 김지민              ,6:18 6:23 아니ㅋㅋㅋㅋ 대체 뭘 먹는거야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,267,0
16, 한남영              ,다 좋지만 오늘도 에뛰드 존버합니다,10000,0
17, 박세리              ,조곤조곤 또박하고 좋은 목소리로 선 넘는 드립치는거 개좋네 ㅋㅋㅋㅋ,389,0
18, 농대생              ,출퇴근 시간 정해져있지 않고 주 40시간만 채우면 된다 괜찮은데 넥슨 케시 월 3만원주고 포인트 250만원 괜찮은데,33,0
19, 맘병통치              ,2:03 네이버직원이죠2:14 놀고있네2:34 하늘에 계세요?4:24 선배님 안녕하세요5:22 예쁘게해야지 바보야5:56 돈받아야지ㅂ ㅅ ㅇ6:48 이번에 지면 퇴사하기9:10 가져가 그지ㅅㄲ등등 킬포 너무많다 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ막판에 게임에 미쳐버려요 ㅋㅋㅋㅋㅋㅋㅋ,654,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜 워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓ ✔청소.인력.식당.요리.철거.공장.물류 ✔그 외 모든 job것들 ✔200% 부려먹기 가능 ❌장난사절❌ 세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",5000,0
1, H H              ,"이번 GS25 브랜디드 컨텐츠 제작 관련 모든 담당자분 모니터링하시리라 생각하며 이번 영상에 대해 개인적인 리뷰 남기겠습니다. 몇 직영 점포의 경우 본사 직원이 직접 나와서 일하는 게 팩트라 하더라도 대중에게는 편의점 직원은 최저 시급 받는 ㄹㅇ 알바생들이란 인식이 있습니다. 그런데 ㄹㅇ 알바생들은 찔끔찔끔 나오고 본사 직원이 영상의 메인을 차지해서 당황스러운 가운데, 10분 이내의 영상에 GS편의점 측이 홍보하고 싶은 온갖 요소(배달앱/나만의냉장고/치킨/택배서비스/메뉴꿀조합/유통기한엄격검사)를 다 넣으셨지요. 개인적으로 영상 내 ""CU"" 언급하는 부분도 부자연스럽고요. 이러한 점들이 기존의 워크맨 영상들과 결이 달라 이질적으로 느껴지고, 이에 시청자들이 본사 개입 또는 과도한 연출이라며 부정적으로 반응하는 것으로 생각합니다.원래 워크맨 영상의 묘미는 직업 체험처럼 생생한 현장 근무라고 생각합니다. 시청자들은 워크맨 영상 제작 시 브랜드와 유가 콜라보 또는 협조하에 촬영할 거라는 건  암묵적으로 알고 있습니다. 비록 브랜드가 다 노출될지어도 영상 내 형식이나 내용은 자유롭다 느껴져 재미있게 감상했습니다. 하지만 이번 건 GS 편의점 측이 좀 과도하게 욕심을 부린 것 같아요. 비용만큼 홍보 효과를 누리고 싶으셨을 텐데 워크맨의 고유한 매력을 잘 활용하지 못해 안타깝네요. 혹시라도 '아니 우리 영상이랑 이전 영상들이랑 뭐가 다른데?!' 싶으시면 20대 극 초반 인턴한테 물어보세요 ㅎㅎ+) 와우 대댓글로 많이 공감해주시고 다양한 의견 남겨주셔서 감사합니다! 평소 디지털마케팅 및 뉴미디어 업계에 관심이 매우 많고, 워크맨 영상도 빠짐없이 봐온 터라 애정을 갖고 리뷰 남기게 됐어요. 이 영상을 교훈으로 삼아서 워크맨과 광고주, 시청자 모두 즐거울 수 있는 균형 잡힌 영상이 나왔으면 좋겠습니다! 그럴려면 우선 광고주님들께서 우리 워크맨 제작진 분들을 전적으로 믿어주십사..^^!! (욕심부리지 마시고..) 아무쪼록 워크맨 제작진 여러분들 노고가 많으실 텐데 화이팅 하시고, 구독자 여러분들도 좋은 주말 되세요 :)",3100,0
2, 장태준              ,미친 출연자와 미친 편집자가 만나면 이런 영상이 만들어지는구나 ㅋㅋㅋㅋ 진짜 역대급이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2900,0
3, 언제부터              ,와 6시간 일한 거를 9분대로 요약해서 편집한거야?? 진짜 미친 편집력에 극찬을 보낸다 진짜로 와 ...,1000,0
4, 예진              ,워크맨 보고 난 후로 요새 예능 다 다큐로밖에 안보임,1800,0
5, 강수호              ,저희 학교 학생부 선생님 해주세요. 아침 등교 생활지도부터 시작해주세요. 기왕이면 비오는 날이요. 대혼란 파티 예약입니다.,3900,0
6, 봄꽃이요              ,에뛰드하우스!!!!  공주님들 반겨주셔야죠^^,12000,0
7, 아침인사              ,새우탕 없는거 좀있다가 채워져 있음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,895,0
8, 김정민              ,근데 이 영상이 지에스 홍보라기 보다는 지에스 알바하면 진짜 알아야할것들 간략하게 보여준거 맞음...(현 지에스 알바생),1100,0
9, LANGE라넥              ,저긴 편의점이 커서 그런지 단체활동하는 편의점은 첨 봤네...ㄷㄷ,313,0
10, 탈다림광신도              ,폐기 못 먹게 하는 편의점에서 근무 하는 알바는 편돌이라 부를 수 없다,370,0
11, Jolly Chon              ,택배상하차 안하는이유:일만 미친듯이 시켜서 농담하고 그런분량뽑기 힘듬/밥상태 차마못찍음/ 씹노잼될 확률 높음이상 뇌피셜,4200,0
12, ᄋᄆᄋᄋᄉᄋ              ,씨유 미쳤나밬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,178,0
13, 려슬              ,이제 에뛰드 알바도 하시면 성규님이 “ 와 ! 드디어 에뛰드 하는구나 ! “ 하시면 웃길거 같아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 벌써 웃겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,332,0
14, 신현도              ,편의점직원들 명찰보면 누가 알바생이고 누가 직영직원인지 알수 있음ㅋㅋ알바생은 이름만 있는 명찰이고직영직원은 사원증 착용함,104,0
15, classic Cruiserweight              ,GS홍보 영상이라고 이런거 원한거 아니라고 좋아요 2만개넘개 찍혓던 댓글들 어디갓냐 댓글이 많아서 묻힌거냐 아님 지운거냐,547,0
16, GS25              ,안녕하세요 GS25입니다. 감사합니다 또 오세요😎 꼭이요.,3100,0
17, Auralia Agustin              ,Its not easy to doing this job...Annyeong from INDONESIA..i love this channel ❤️❤️❤️,0,0
18, 쑤님이              ,먹튀하는거 한 20번 돌려봣네 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ표정봐,202,0
19, 물망초김              ,워크맨 안본 사람은 있어도  한번 본 사람은 없다. 애청자입니다~~~,101,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",6400,0
1, 아이린              ,공듀님 옷입고 에뛰드 알바해주세욤ㅠㅠ,19000,0
2, snow              ,i click the one that have suho and end up watching all of his videos 😂,20,0
3, SliceOfPotato              ,LMAO whe they ditched him when he thiught he will be the stewardress,53,0
4, 다니              ,와 진짜 말아슬아슬하게한다 장성규라서 가능한말들인거같다저런거보고 배워서 활용하는사람들생길까봐 무섭네요 ㅋㅋㅋㅋㅋㅋ장성규여서가능한거니 현실에선 따라하지마시길뭘해도용서가되는사람이잇고 안되는사람이 잇는법이니,2400,0
5, 호로록              ,가끔씩 아나운서톤으로 멘트 읽을때 설레고 가끔씹 잘생겨 보여서 열받음.....ㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1900,0
6, weour sdfouzv              ,"알바 컨텐츠인데 일 제대로 안한다고 뭐라하시는 분들 많은데, 기본적으로 출연자가 체험해본다는 취지도 있지만 사람들이 경험해보지 못한 다양한 직업을 소개하는 취지가 우선인 거 같아요. 그리고 그 직업종사자의 서비스를 제공받는 사람들을 인터뷰하는 것도 당연히 포함될 만한 컨텐츠인 거 같구요. 원래 제일 재밌는 게 사람구경이라고 하잖아요. 좀 너그러이 즐기면 좋을 거 같네요. ㅎㅎ",1500,0
7, LEOD vik              ,8:49 커플이세요? 하니까 바로 손잡앜ㅋㅋㅋㅋㅋ 방송을 아넼ㅋㅋㅋㅋㅋㅋ,1600,0
8, 유성화              ,7:35 아니 여기서 왜 아마존 하는지 웃겨서 궁금하지도 않았는데 바닥이ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㄲㅋ,214,0
9, Why so serious              ,난 개인적으로 이번 항공사편이 젤 재밌음 ㅋㅋㅋㅋㅋ 나만그런게아니라 조회수가 말해줌 ㅋㅋㅋ우리 나중에 현피떠요~19금..? 여기 밥말고 또 뭐해요..?드립 많이 터진듯 ㅋㅋㅋ,709,0
10, sukumi              ,no one: literally no one: jang sung kyu: aRe YoU a CoUpLe,29,0
11, 강한빛              ,장성규님 제발 구설수나 이상한 일에 연루되지않으셨으면 합니다 워크맨 영원히 보고싶어요,8800,0
12, 응애              ,6:25 ㅅㅂ 설마 이거 입대 드립이냩ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ 입👄 대 ㅋㅋㅋㅋ,869,0
13, 마음가짐              ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아진짜 아마존하는거 도망가는데 뒤에 다 젖어요~ 실룩실룩하는거 쌉웃기네,840,0
14, 게임은못해도 배정민은좋다              ,8:35 와 역시 아나운서 짬밥이여서 그런지 뭔가 다르네 순간멋있었다,779,0
15, 별풍              ,저 사수님 별일 아닌거 심각하게 말하는거 존나 웃기네,331,0
16, 권근우              ,워크맨 보다보면 공중파가 왜 망해가는지 알 것 같음. 왜 유튜브에 사람들이 몰리는지 알것같다,4900,0
17, 박웅석              ,드립력으로 여까지 왔구나.. 왔썹맨 백종원까지 따라잡다니..역시 21세기는 어떤 재능이 성공의 키가 될지 모르는 세상이네..ㅎㅎ,228,0
18, 새개              ,정보) 장성규 지인중 햄버거 던진다는 사람은 키즈카페 알바에서 만난 애 엄마 인터뷰할때 나온 사람이다.,322,0
19, Jhordz Xylenx              ,this is so good 100% dope got English subtitle \m/,21,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",10000,0
1, 슈팅슈가              ,한국 민속촌알바 해주세여,24000,0
